COUNTRY_(ISO),CODE,YEAR,TFR ,EXPFA1,EXPFA2,FA1_V3,FA2_V3,FA3_V3,DI,TB12,EARN,FW,MW,FLFP,UNEMP,AGRIC,PPP1,PPP2,CPI,IMR,PREM
CA ,4,1991,1.70,0.86,0.60,33.9,33.9,33.9,14.7,3230,29390,10.24,16.65,67.9,10.3,4.4,1.29,1.25,77.37,6.4,61.7
CA ,4,1992,1.69,0.76,0.50,33.9,33.9,33.9,14.5,3318,30781,10.94,17.12,67.3,11.2,4.3,1.28,1.23,78.52,6.3,60.9
CA ,4,1993,1.66,0.83,0.88,83.0,83.0,91.3,14.6,3419,31697,11.19,17.41,67.4,11.4,4.3,1.26,1.22,79.99,6.8,61.9
CA ,4,1994,1.62,0.68,0.81,83.0,83.0,91.3,14.6,3420,32060,11.09,17.79,67.3,10.4,4.3,1.25,1.21,80.12,6.3,63.3
CA ,4,1995,1.62,0.67,0.79,83.0,83.0,91.3,14.4,3246,30942,11.68,17.93,67.3,9.5,4.1,1.18,1.21,81.84,6.1,64.1
CA ,4,1996,1.62,0.65,0.75,83.0,83.0,91.3,13.9,3357,33316,12.00,18.51,67.4,9.6,4.0,1.19,1.21,83.13,5.6,64.1
CA ,4,1997,1.58,,0.72,83.0,83.0,91.3,13.1,3260,34412,12.10,18.67,67.8,9.1,3.9,1.19,1.21,84.47,5.5,64.1
CA ,4,1998,1.54,,0.74,83.0,83.0,91.3,12.6,3209,35032,12.36,19.07,68.6,8.3,3.8,1.16,1.19,85.32,5.3,64.0
CA ,4,1999,1.51,,0.72,83.0,83.0,91.3,14.4,3678,34689,12.39,19.12,69.3,7.6,3.6,1.17,1.19,86.80,5.3,64.0
CA ,4,2000,1.49,,0.76,92.0,92.0,98.4,14.5,3815,35903,13.68,22.16,69.9,6.8,3.3,,1.23,89.16,5.3,64.0
CA ,4,2001,1.51,,0.87,92.6,92.6,99.0,14.4,3957,37235,13.82,22.26,70.3,7.2,2.8,,1.22,91.41,5.2,65.0
CA ,4,2002,1.50,,0.90,93.1,93.1,99.6,14.3,4098,38568,14.12,22.48,71.7,7.7,2.8,,1.23,93.47,5.4,66.0
CA ,4,2003,1.53,,0.90,96.9,96.9,103.7,13.5,4079,40103,14.73,23.42,72.9,7.6,2.8,,1.23,96.05,5.3,67.0
CA ,4,2004,1.53,,0.68,100.7,100.7,107.7,13.7,4216,40912,15.29,24.12,73.1,7.2,2.7,,1.23,97.83,5.3,68.0
CA ,4,2005,1.54,,0.89,102.3,102.3,109.5,14.7,4544,40341,15.80,24.69,73.0,6.8,2.7,,1.21,100.00,5.4,68.0
CA ,4,2006,1.59,,,104.6,104.6,111.9,13.7,4324,41715,15.91,24.58,73.5,6.3,2.6,,1.21,102.00,5.0,70.0
CA ,4,2007,1.57,,,104.6,104.6,111.9,16.6,5364,42081,16.92,25.76,74.3,6.0,2.5,,1.21,104.18,5.1,72.0
CA ,4,2008,1.57,,,104.6,104.6,111.9,16.3,5368,43095,16.93,25.76,74.6,6.1,2.4,,1.23,106.65,5.1,74.0
,,,,,,,,,,,,,,,,,,,,,
DK,5,1960,2.54,0.45,,17.3,17.3,17.3,,,,4.11,6.18,43.5,2.0,18.2,,3.94,5.98,21.5,
DK,5,1961,2.55,0.43,,17.3,17.3,17.3,,,,4.67,6.99,44.7,1.9,17.5,,4.07,7.07,21.8,
DK,5,1962,2.54,1.20,,22.6,24.0,24.0,,,,5.11,7.63,45.8,1.9,16.8,,4.24,8.15,20.1,
DK,5,1963,2.64,1.22,,28.0,30.8,30.8,,,,5.64,8.21,47.0,2.1,16.2,,4.42,9.24,19.1,
DK,5,1964,2.60,1.15,,33.3,37.5,37.5,,,,6.20,8.83,48.1,1.5,15.5,,4.55,10.33,18.7,
DK,5,1965,2.61,1.03,,39.7,42.5,42.5,,,,7.05,9.85,49.3,1.2,15.0,,4.75,11.42,18.7,
DK,5,1966,2.62,1.20,,46.1,47.5,47.5,,,,7.94,11.07,52.2,1.4,14.2,,4.96,12.51,17.0,
DK,5,1967,2.35,1.06,,52.5,52.5,52.5,,,,8.69,11.95,55.1,1.2,13.5,,5.11,13.60,15.8,
DK,5,1968,2.12,1.20,,65.3,65.3,65.3,,,,10.03,13.55,56.2,1.2,12.7,,5.21,14.68,16.4,
DK,5,1969,2.00,1.21,,78.0,78.0,78.0,,,,11.05,14.88,57.2,1.1,12.1,,5.28,15.20,14.8,
DK,5,1970,1.95,1.05,,92.0,92.0,92.0,,,,12.31,16.54,58.0,0.7,11.5,6.75,5.94,16.19,14.2,
DK,5,1971,2.04,1.37,,92.0,92.0,92.0,,,,14.34,18.71,59.3,1.1,10.9,6.89,6.07,17.14,13.5,
DK,5,1972,2.03,1.36,,96.0,96.0,96.0,19.4,5106,43563,16.21,20.80,60.9,1.0,9.8,7.18,6.39,18.26,12.2,
DK,5,1973,1.92,1.29,,102.0,102.0,102.0,20.6,6052,49626,19.92,24.21,61.9,0.9,9.5,7.48,6.73,19.96,11.5,
DK,5,1974,1.90,1.24,,124.0,124.0,124.0,18.9,6615,61900,24.30,28.99,63.1,3.6,9.6,7.79,6.98,23.01,10.7,
DK,5,1975,1.92,1.28,,132.0,132.0,132.0,15.6,6837,70400,29.01,34.41,63.5,4.9,9.8,8.02,7.23,25.22,10.3,
DK,5,1976,1.75,1.23,,137.0,137.0,137.0,15.7,7715,79900,32.53,38.38,62.9,6.4,8.3,8.21,7.47,27.49,10.2,
DK,5,1977,1.66,0.96,,139.0,139.0,139.0,15.7,8426,86690,36.09,41.73,64.7,7.4,7.8,8.41,7.66,30.49,8.7,
DK,5,1978,1.67,0.86,,150.0,150.0,150.0,15.7,9136,95000,39.41,45.74,66.3,8.4,7.9,8.58,7.80,33.61,8.8,
DK,5,1979,1.60,0.83,,151.0,151.0,151.0,15.9,10041,103100,43.70,50.59,69.9,6.0,7.2,8.48,7.71,36.84,8.8,
DK,5,1980,1.55,0.80,1.07,165.0,165.0,165.0,15.4,10457,117400,47.77,55.49,71.1,6.9,7.1,8.38,7.66,41.37,8.4,88.1
DK,5,1981,1.44,0.71,1.03,177.0,177.0,177.0,15.5,11193,122300,52.02,60.66,71.7,10.4,7.3,8.36,7.73,46.24,7.9,94.8
DK,5,1982,1.43,0.65,0.95,187.0,187.0,187.0,15.1,12111,141200,57.08,67.09,72.6,11.1,7.5,8.72,8.02,50.92,8.2,91.1
DK,5,1983,1.38,0.58,0.88,182.0,182.0,182.0,16.9,13515,145000,61.14,71.55,74.1,11.6,7.4,8.98,8.29,54.44,7.7,90.9
DK,5,1984,1.40,0.49,0.90,193.0,193.0,193.0,19.7,16229,152100,64.09,74.69,73.7,8.6,6.7,9.07,8.47,57.86,7.7,93.7
DK,5,1985,1.45,0.44,0.89,193.0,193.0,193.0,19.3,16550,159700,67.05,78.30,74.3,7.3,6.7,9.14,8.57,60.57,8.0,93.6
DK,5,1986,1.48,0.40,0.87,201.0,201.0,201.0,18.9,16856,167300,69.22,81.51,76.1,5.5,5.9,9.33,8.60,62.80,8.2,96.3
DK,5,1987,1.50,0.75,1.17,417.0,417.0,417.0,23.1,22515,180400,75.92,90.18,76.5,5.5,5.7,9.45,8.77,65.32,8.3,93.0
DK,5,1988,1.56,0.97,1.40,433.0,433.0,433.0,26.1,26331,189400,80.70,95.56,77.2,6.5,5.8,9.41,8.82,68.28,7.6,96.1
DK,5,1989,1.62,0.96,1.40,458.0,458.0,458.0,26.5,27293,192700,84.33,99.64,76.9,8.2,5.7,9.48,8.92,71.54,8.0,96.5
DK,5,1990,1.67,0.96,1.41,466.0,466.0,466.0,26.3,27927,198500,87.81,103.76,78.2,8.4,5.6,9.39,8.84,73.43,7.5,99.0
DK,5,1991,1.68,0.99,1.42,475.0,475.0,475.0,26.6,29669,205200,92.05,108.51,78.5,9.2,5.7,9.18,8.77,75.19,7.3,100.9
DK,5,1992,1.76,1.01,1.45,483.3,483.3,483.3,27.3,30749,212700,95.44,112.24,78.6,9.1,5.2,9.15,8.71,76.77,6.6,82.2
DK,5,1993,1.75,1.01,1.52,492.0,492.0,492.0,27.3,31461,217400,108.80,128.22,77.8,10.8,5.2,8.79,8.58,77.73,5.4,84.0
DK,5,1994,1.81,4.10,1.78,550.0,550.0,550.0,27.2,33481,224500,122.16,144.20,73.2,8.1,5.1,8.71,8.53,79.28,5.5,82.7
DK,5,1995,1.81,4.04,1.84,550.0,550.0,550.0,26.1,33503,234320,135.51,160.18,73.2,7.1,4.4,8.42,8.46,80.93,5.1,82.8
DK,5,1996,1.75,3.99,1.70,584.0,584.0,584.0,24.8,34124,249200,143.11,172.92,73.8,7.0,4.0,8.33,8.44,82.65,5.6,84.6
DK,5,1997,1.75,,1.57,617.0,617.0,617.0,25.2,35640,257000,147.43,176.45,74.9,6.2,3.7,8.54,8.43,84.46,5.2,86.4
DK,5,1998,1.72,,1.55,650.0,650.0,650.0,24.2,36762,268600,154.82,183.25,75.0,5.5,3.6,8.58,8.39,86.02,4.7,88.2
DK,5,1999,1.74,,1.54,675.0,675.0,675.0,24.3,37115,274200,160.30,192.24,75.5,5.6,3.3,8.54,8.47,88.16,5.0,90.0
DK,5,2000,1.77,,1.49,700.0,700.0,700.0,23.9,37816,282600,166.74,197.54,75.6,4.6,3.3,,8.42,90.72,5.3,91.0
DK,5,2001,1.75,,1.49,716.7,716.7,716.7,23.1,38236,293953,178.77,207.70,75.8,4.8,3.3,,8.47,92.86,4.9,89.0
DK,5,2002,1.72,,1.53,741.7,741.7,741.7,22.3,38656,305306,186.83,215.25,75.4,4.8,3.2,,8.30,95.11,4.4,89.0
DK,5,2003,1.76,,1.63,766.7,766.7,766.7,21.9,40075,316772,194.52,223.82,74.9,5.6,3.1,,8.54,97.10,4.4,90.0
DK,5,2004,1.78,,1.61,782.3,782.3,782.3,19.9,38365,327192,196.80,226.08,76.1,5.7,3.1,,8.40,98.22,4.4,91.0
DK,5,2005,1.80,,1.55,798.0,798.0,798.0,20.1,38865,328390,204.72,235.50,76.0,5.0,3.1,,8.59,100.00,4.4,94.0
DK,5,2006,1.85,,,808.0,808.0,808.0,20.1,39235,330796,213.44,244.60,76.8,4.1,3.0,,8.59,101.89,3.8,95.0
DK,5,2007,1.85,,,823.0,823.0,823.0,19.9,40324,343967,223.72,258.57,76.0,4.0,2.9,,8.60,103.64,4.0,96.0
DK,5,2008,1.89,,,821.0,821.0,821.0,19.8,42306,360779,234.00,272.54,76.8,3.4,2.8,,8.68,107.16,4.4,97.0
,,,,,,,,,,,,,,,,,,,,,
FI ,7,1960,2.71,1.36,,1800.0,1800.0,1800.0,,,,162.00,244.00,65.9,1.5,35.2,,0.38,8.92,21.0,
FI ,7,1961,2.65,1.46,,1400.0,1400.0,1400.0,,,,173.00,262.00,65.5,1.2,34.3,,0.40,9.07,20.8,
FI ,7,1962,2.66,1.58,,1433.3,1500.0,1600.0,,,,182.00,277.00,64.6,1.3,32.1,,0.41,9.47,20.5,
FI ,7,1963,2.66,1.48,,1466.7,1600.0,1800.0,,,,1.96,2.94,63.0,1.5,31.3,,0.42,9.94,18.2,
FI ,7,1964,2.58,1.34,,15.0,17.0,20.0,,,,2.24,3.31,62.9,1.5,30.1,,0.44,10.96,17.0,
FI ,7,1965,2.46,1.21,,15.2,17.4,20.7,,,,2.45,3.60,62.6,1.4,30.0,,0.45,11.51,17.6,
FI ,7,1966,2.41,1.12,,15.3,17.9,21.3,,,,2.68,3.89,61.9,1.5,28.8,,0.46,11.95,15.0,
FI ,7,1967,2.32,1.05,,15.5,18.3,22.0,,,,2.91,4.21,60.2,2.9,26.8,,0.48,12.59,14.8,
FI ,7,1968,2.15,0.96,,16.4,19.4,23.4,,,,3.25,4.69,60.0,4.0,25.6,,0.51,13.75,13.8,
FI ,7,1969,1.94,0.82,,17.3,20.5,24.7,,,,3.56,5.10,60.1,2.8,24.1,,0.50,14.05,14.3,
FI ,7,1970,1.83,0.74,,19.0,23.0,27.0,,,,3.97,5.64,61.4,1.9,22.6,3.48,0.52,14.44,13.2,16.9
FI ,7,1971,1.70,0.74,,21.0,25.0,29.0,,,,4.61,6.51,62.0,2.3,21.2,3.55,0.53,15.37,12.7,17.9
FI ,7,1972,1.59,0.68,,22.0,27.0,32.0,17.0,1849,15755,5.30,7.43,62.1,2.5,18.9,3.68,0.55,16.40,12.0,19.0
FI ,7,1973,1.50,0.58,,23.0,27.0,32.0,16.4,2025,18529,6.22,8.68,63.6,2.3,17.1,3.95,0.59,18.16,10.6,20.0
FI ,7,1974,1.62,0.60,,31.0,36.0,42.0,15.3,2304,22941,7.67,10.60,65.5,1.7,16.3,4.45,0.66,21.24,11.0,21.1
FI ,7,1975,1.69,0.70,,50.0,58.0,68.0,21.5,3864,27941,9.34,12.87,65.6,2.3,14.9,4.62,0.69,25.02,9.6,22.1
FI ,7,1976,1.72,0.71,,55.0,64.0,74.0,16.7,3526,32396,10.85,14.78,67.6,3.9,16.2,4.92,0.73,28.61,9.9,23.1
FI ,7,1977,1.69,0.82,,67.0,78.0,93.0,17.0,3955,34976,11.88,16.00,68.2,5.9,15.1,5.06,0.76,31.98,9.0,24.2
FI ,7,1978,1.65,0.82,,77.0,89.0,104.0,17.2,4384,37573,12.82,17.15,68.0,7.3,14.4,5.10,0.76,34.48,7.5,25.2
FI ,7,1979,1.64,0.79,,85.0,98.0,115.0,16.7,4694,38255,14.36,19.08,68.9,6.0,13.8,5.10,0.76,37.05,7.6,26.3
FI ,7,1980,1.63,0.67,1.05,94.0,108.0,126.0,16.0,5050,47165,16.22,21.51,70.1,4.7,13.5,5.11,0.77,41.35,7.6,27.3
FI ,7,1981,1.65,0.77,1.07,108.0,125.0,146.0,16.5,5869,48813,18.43,24.17,71.1,4.9,13.0,5.14,0.78,46.02,6.5,27.4
FI ,7,1982,1.72,0.74,1.35,119.0,138.0,161.0,16.2,6371,58229,20.51,26.59,72.4,5.4,13.2,5.28,0.81,50.44,6.0,27.5
FI ,7,1983,1.74,0.82,1.48,136.0,157.0,183.0,18.4,7379,59043,22.50,29.76,72.7,5.5,12.7,5.49,0.84,54.66,6.2,27.6
FI ,7,1984,1.70,0.75,1.40,156.0,181.0,219.0,17.8,7733,65120,24.69,32.00,72.9,5.2,12.2,5.71,0.88,58.52,6.5,27.7
FI ,7,1985,1.64,0.74,1.45,166.0,192.0,232.0,17.6,8155,70341,26.58,34.59,73.7,5.0,11.5,5.81,0.90,61.56,6.3,28.5
FI ,7,1986,1.60,0.73,1.44,174.0,202.0,244.0,18.3,9038,74558,28.29,36.57,73.5,5.4,11.0,5.93,0.92,63.36,5.8,29.0
FI ,7,1987,1.59,0.72,1.52,181.0,210.0,254.0,17.8,9389,80036,30.28,39.18,72.9,5.1,10.4,6.01,0.93,65.97,6.2,30.4
FI ,7,1988,1.70,0.68,1.50,186.0,216.0,279.0,17.3,9713,87098,32.90,42.61,73.0,4.6,9.8,6.19,0.97,69.33,6.1,31.7
FI ,7,1989,1.71,0.71,1.59,218.0,253.0,326.0,21.2,13304,95251,35.82,46.65,74.2,3.1,8.7,6.29,1.00,73.90,6.0,33.4
FI ,7,1990,1.79,0.79,1.84,255.0,296.0,382.0,20.8,14575,104496,39.50,51.07,73.8,3.2,8.9,6.38,1.01,78.44,5.6,33.6
FI ,7,1991,1.80,1.25,2.24,293.0,340.0,439.0,21.6,15954,108455,42.09,53.90,72.6,6.7,8.9,6.30,1.00,81.82,5.9,34.8
FI ,7,1992,1.85,1.16,2.62,330.0,377.0,476.0,24.3,16819,114897,43.38,55.40,71.0,11.7,9.0,6.35,0.98,84.21,5.2,35.5
FI ,7,1993,1.81,1.15,2.53,366.0,413.0,512.0,22.1,16583,116865,44.37,56.75,70.0,16.4,8.9,6.09,0.98,86.06,4.4,36.7
FI ,7,1994,1.85,3.94,3.06,570.0,720.0,910.0,20.2,15480,121916,46.61,59.24,69.4,16.6,8.7,6.14,0.97,86.99,4.7,38.4
FI ,7,1995,1.81,3.66,2.70,570.0,720.0,910.0,18.8,15095,129260,50.32,63.41,70.0,15.4,8.1,5.86,1.00,87.68,3.9,41.7
FI ,7,1996,1.76,3.43,2.34,553.0,689.0,845.0,16.8,14304,137046,51.15,65.50,70.2,14.6,7.5,5.89,1.00,88.23,4.0,45.4
FI ,7,1997,1.75,,2.14,535.0,657.0,779.0,15.9,14304,140619,51.54,65.13,69.6,12.7,7.0,6.04,1.00,89.28,3.9,46.3
FI ,7,1998,1.71,,1.99,535.0,657.0,779.0,15.7,14304,140619,8.68,11.29,69.9,11.4,6.5,6.14,1.00,90.53,4.2,47.1
FI ,7,1999,1.73,,1.89,535.0,657.0,779.0,14.7,14304,146400,8.74,11.44,71.4,10.2,6.3,6.15,1.00,91.59,3.6,48.0
FI ,7,2000,1.73,,1.76,535.0,657.0,779.0,14.0,14304,153600,9.01,11.39,72.2,9.8,6.1,,1.00,94.37,3.8,49.0
FI ,7,2001,1.73,,1.66,535.0,657.0,779.0,13.3,14304,160415,9.66,12.31,72.6,9.1,5.7,,1.01,96.81,3.2,54.0
FI ,7,2002,1.72,,1.62,90.0,110.5,131.0,12.5,2406,28126,10.54,12.40,73.1,9.1,5.4,,1.00,98.33,3.0,55.0
FI ,7,2003,1.76,,1.62,90.0,110.5,131.0,12.1,2406,28888,10.97,12.99,72.4,9.1,5.1,,1.01,99.19,3.1,56.0
FI ,7,2004,1.80,,1.62,100.0,110.5,131.0,12.3,2526,29449,11.24,13.84,72.3,8.8,4.9,,0.97,99.37,3.3,58.0
FI ,7,2005,1.80,,1.60,100.0,110.5,131.0,11.2,2526,32722,12.17,14.40,73.2,8.4,4.8,,0.98,100.00,3.0,59.0
FI ,7,2006,1.84,,,100.0,110.5,131.0,10.8,2526,33710,12.59,15.10,73.8,7.7,4.7,,0.97,101.57,2.8,62.0
FI ,7,2007,1.83,,,100.0,110.5,131.0,10.4,2526,34837,13.13,15.69,74.4,6.9,4.6,,0.98,104.12,2.7,64.0
FI ,7,2008,1.85,,,100.0,110.5,131.0,9.9,2526,36587,13.67,16.28,74.5,6.4,4.4,,0.98,108.35,2.6,66.0
,,,,,,,,,,,,8.67,10.95,,,,,,,,
FR ,8,1960,2.74,2.99,,30.4,20.9,62.7,,,,1.74,2.27,46.5,1.3,22.4,,0.56,11.24,27.7,
FR ,8,1961,2.82,2.99,,37.4,25.7,77.2,,,,1.88,2.45,46.7,1.1,21.6,,0.57,11.51,26.0,
FR ,8,1962,2.80,3.05,,41.5,27.3,81.9,,,,2.04,2.66,46.5,1.3,20.7,,0.58,12.13,26.1,
FR ,8,1963,2.90,3.13,,45.7,28.8,86.6,,,,2.21,2.89,46.1,1.4,19.6,,0.61,12.73,25.8,
FR ,8,1964,2.92,2.90,,49.8,30.4,91.2,,,,2.37,3.09,46.0,1.1,18.6,,0.62,13.14,23.7,
FR ,8,1965,2.85,2.89,,54.1,31.8,95.3,,,,2.50,3.27,46.1,1.4,17.8,,0.62,13.50,22.4,
FR ,8,1966,2.80,2.77,,58.5,33.1,99.5,,,,2.66,3.46,46.1,1.4,17.0,,0.62,13.85,22.2,
FR ,8,1967,2.67,,,62.8,34.5,103.6,,,,2.81,3.67,46.5,1.9,16.3,,0.62,14.24,20.8,
FR ,8,1968,2.59,,,65.3,35.9,111.3,,,,3.17,4.13,46.7,2.4,15.6,,0.62,14.88,20.5,
FR ,8,1969,2.54,,,67.8,37.3,118.7,,,,3.52,4.59,47.2,2.1,14.5,,0.63,15.78,19.7,
FR ,8,1970,2.48,2.41,,71.6,39.4,127.5,,,,4.89,6.38,48.1,2.2,13.5,4.42,0.67,16.62,18.2,65.2
FR ,8,1971,2.50,2.35,,75.5,41.5,136.2,,,,5.51,7.18,48.5,2.4,12.9,4.45,0.67,17.51,17.2,67.9
FR ,8,1972,2.42,2.41,,79.3,43.6,145.0,21.0,3433,19200,6.12,7.98,49.0,2.5,12.1,4.55,0.69,18.58,16.1,70.6
FR ,8,1973,2.31,2.51,,83.1,45.7,153.7,20.9,3841,21700,7.06,9.19,49.7,2.4,11.3,4.64,0.70,19.95,15.5,73.4
FR ,8,1974,2.11,2.56,,100.8,82.1,186.4,20.5,4364,25400,8.50,11.18,50.1,2.6,10.8,4.79,0.72,22.67,14.7,76.1
FR ,8,1975,1.93,2.46,,118.4,118.4,219.0,23.5,5649,28850,9.84,12.88,50.5,3.7,10.4,4.98,0.75,25.32,13.8,78.8
FR ,8,1976,1.83,2.36,,128.7,128.7,238.0,21.0,5712,33200,11.33,14.99,51.6,4.1,9.9,5.19,0.78,27.76,12.5,78.3
FR ,8,1977,1.86,2.49,,138.9,138.9,257.0,20.8,6341,37248,12.80,16.88,52.6,4.6,9.5,5.28,0.80,30.39,11.4,77.8
FR ,8,1978,1.82,2.61,,166.7,166.7,323.0,20.6,6970,41760,14.50,18.91,53.1,4.8,9.2,5.43,0.82,33.20,10.7,77.4
FR ,8,1979,1.86,2.55,,194.5,194.5,389.1,22.1,7813,45395,16.26,21.16,53.7,5.4,8.9,5.51,0.83,36.74,10.0,76.9
FR ,8,1980,1.95,2.69,2.15,209.3,209.3,424.1,21.6,8711,51158,18.78,24.40,54.0,5.8,8.6,5.62,0.85,41.72,10.0,76.4
FR ,8,1981,1.95,2.79,2.47,224.1,224.1,459.1,23.1,9868,59021,21.88,28.00,54.2,6.8,8.3,5.70,0.86,47.28,9.7,77.5
FR ,8,1982,1.91,3.09,2.51,224.1,224.1,459.1,20.9,10843,68735,24.73,31.83,54.5,7.4,8.0,6.02,0.91,52.94,9.5,80.1
FR ,8,1983,1.78,3.02,2.46,224.1,224.1,459.1,20.9,11817,73124,28.09,35.81,54.5,7.7,7.7,6.32,0.96,57.95,9.1,83.4
FR ,8,1984,1.80,2.97,2.39,624.1,624.1,806.3,19.6,11925,78586,29.86,38.11,54.8,9.0,7.5,6.49,0.99,62.39,8.3,86.8
FR ,8,1985,1.81,3.07,2.33,400.1,400.1,1153.4,19.2,12385,83223,31.78,40.20,55.0,9.5,7.3,6.64,1.02,66.03,8.3,88.6
FR ,8,1986,1.83,3.11,2.25,410.4,410.4,1191.0,19.0,12715,86970,33.02,41.55,55.4,9.6,7.0,6.82,1.05,67.71,8.0,87.3
FR ,8,1987,1.80,2.95,2.20,420.8,420.8,1228.6,18.6,12845,90120,34.35,43.39,55.9,9.7,6.7,6.80,1.05,69.94,7.8,85.5
FR ,8,1988,1.81,2.87,2.17,436.4,436.4,1274.2,18.8,13340,93390,35.14,44.40,56.1,9.3,6.4,6.75,1.04,71.82,7.8,83.6
FR ,8,1989,1.79,2.79,1.99,452.0,452.0,1319.8,18.7,13505,96270,36.29,46.23,56.5,8.6,6.0,6.69,1.04,74.34,7.5,83.4
FR ,8,1990,1.78,2.87,1.46,464.2,464.2,1355.3,19.2,14400,100600,38.17,48.38,56.9,8.3,5.7,6.61,1.03,76.74,7.3,83.3
FR ,8,1991,1.77,,1.46,476.3,476.3,1390.8,18.7,14883,106200,39.69,50.47,57.3,8.5,5.4,6.51,1.02,79.21,7.3,83.2
FR ,8,1992,1.73,,1.46,489.9,489.9,1430.5,18.7,15225,110100,41.23,52.43,58.0,9.5,5.2,6.42,1.01,81.12,6.8,83.2
FR ,8,1993,1.66,,1.51,503.5,503.5,1470.2,18.9,15604,113200,42.46,53.68,58.4,10.6,5.0,6.57,1.01,82.80,6.5,83.9
FR ,8,1994,1.66,,1.50,677.8,677.8,1161.0,18.9,15864,115800,43.31,54.86,61.1,11.2,4.8,6.62,1.00,84.18,5.9,84.1
FR ,8,1995,1.71,,1.53,852.0,852.0,852.0,18.8,15788,115498,44.31,55.79,61.2,10.6,4.6,6.46,0.99,85.68,4.9,83.9
FR ,8,1996,1.73,,1.57,858.5,858.5,858.0,17.7,15442,121000,45.41,57.19,61.9,11.1,4.5,6.57,0.99,87.40,5.0,83.0
